Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
 Hansaviertel,52.519985,13.3480704,Casa Matti,52.522048049039014,13.348738867824297,Italian Restaurant
 Hansaviertel,52.519985,13.3480704,Chum's Vietnamese Cuisine,52.523341,13.33587,Vietnamese Restaurant
 Hansaviertel,52.519985,13.3480704,Fiaker,52.52369193495437,13.338041897270227,Café
 Hansaviertel,52.519985,13.3480704,OM Restaurant,52.52256067608402,13.348778072604672,Indian Restaurant
 Hansaviertel,52.519985,13.3480704,Ristorante Don Giovanni,52.523414557698686,13.359653626757575,Italian Restaurant
 Hansaviertel,52.519985,13.3480704,Keyfi Sefa Berlin,52.518350199048015,13.341654723717099,Turkish Restaurant
 Hansaviertel,52.519985,13.3480704,Mixtape - Bagel Burgers,52.524280440308054,13.349439953248078,Burger Joint
 Hansaviertel,52.519985,13.3480704,Paulaner's,52.52421538997442,13.346746061988283,German Restaurant
 Hansaviertel,52.519985,13.3480704,Otti Grill,52.524337855135244,13.350813627585522,Doner Restaurant
 Hansaviertel,52.519985,13.3480704,Patio,52.52201277990562,13.3478701014513,Italian Restaurant
 Hansaviertel,52.519985,13.3480704,Viet Snack‘s,52.52438735565754,13.35014023305691,Vietnamese Restaurant
 Hansaviertel,52.519985,13.3480704,Café Tiergarten,52.516741785825126,13.344059828903811,Café
 Hansaviertel,52.519985,13.3480704,Viet & My 2,52.522664414361294,13.34884472501645,Vietnamese Restaurant
 Hansaviertel,52.519985,13.3480704,Giraffe,52.514861192881945,13.338740140014268,Gastropub
 Hansaviertel,52.519985,13.3480704,Steinecke,52.52124165409707,13.353101857575894,Bakery
 Hansaviertel,52.519985,13.3480704,Confiserie Reichert,52.52408371511318,13.3490121524771,Bakery
 Hansaviertel,52.519985,13.3480704,Tasty Asia,52.52536298425305,13.342761817214567,Vietnamese Restaurant
 Hansaviertel,52.519985,13.3480704,Exclusive Coffee,52.52442396242058,13.349436185082235,Café
 Hansaviertel,52.519985,13.3480704,ProMo,52.52195644543199,13.336027742688842,Gastropub
 Hansaviertel,52.519985,13.3480704,Neumann's,52.52335409937521,13.358498517955223,German Restaurant
 Hansaviertel,52.519985,13.3480704,Al Tribunale,52.52639461099803,13.349872540764464,Italian Restaurant
 Hansaviertel,52.519985,13.3480704,Café Viktoria,52.51472665192888,13.34850452171771,Café
 Hansaviertel,52.519985,13.3480704,Burger King,52.51395634224979,13.33714745804845,Fast Food Restaurant
 Tiergarten,52.5143746,13.3364504,Restaurantschiff Capt. Schillow,52.51268263602812,13.331890731096175,German Restaurant
 Tiergarten,52.5143746,13.3364504,Burgermeister,52.50593012598806,13.331780433654785,Burger Joint
 Tiergarten,52.5143746,13.3364504,The Casual,52.509769845559056,13.345963954925537,Restaurant
 Tiergarten,52.5143746,13.3364504,NENI Berlin,52.50557176769863,13.33801656961441,Restaurant
 Tiergarten,52.5143746,13.3364504,Frai im Kantini,52.505553,13.337456,Vegetarian / Vegan Restaurant
 Tiergarten,52.5143746,13.3364504,Manufactum (Brot und Butter),52.51100055114238,13.323126212166125,Bakery
 Tiergarten,52.5143746,13.3364504,Curry 36,52.50650837228073,13.332546130595137,Currywurst Joint
 Tiergarten,52.5143746,13.3364504,Risa Chicken,52.50657301752554,13.33320674927564,Fried Chicken Joint
 Tiergarten,52.5143746,13.3364504,5 – Cinco by Paco Pérez,52.5098507628895,13.345982971614145,Spanish Restaurant
 Tiergarten,52.5143746,13.3364504,WiwiCafé,52.511794052468275,13.324989080429077,Café
